Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
115727,Browsedrive,Influencer,All Ages,30 days,Google Ads,0.03,Yuan Renminbi,3.92,Daji,Romanian,587,4243,5,Outdoor Adventurers,1/23/2021
124604,Tagtune,Display,All Ages,60 days,Email,0.1,Yuan Renminbi,7.48,Xiyang,Greek,859,5518,9,Tech Enthusiasts,1/29/2021
79219,Gevee,Email,Men 18-24,45 days,Facebook,0.13,Yuan Renminbi,7.37,Tiebiancheng,Catalan,698,2501,7,Tech Enthusiasts,1/16/2021
179741,Feedfish,Search,Women 25-34,15 days,Email,0.05,Euro,5.47,Nogueira,New Zealand Sign Language,944,3094,8,Health & Wellness,1/26/2021
103909,Yozio,Email,Men 18-24,60 days,Google Ads,0.07,Dinar,7.45,Safi,Italian,725,5776,9,Foodies,1/26/2021
175363,Topicblab,Search,All Ages,60 days,Instagram,0.09,Real,5.46,Itaporanga,Icelandic,605,5828,10,Health & Wellness,1/26/2021
163740,Flashpoint,Influencer,Men 18-24,30 days,Google Ads,0.04,Yuan Renminbi,4.24,Ji’an,Hungarian,870,3464,10,Fashionistas,1/15/2021
181935,Quinu,Display,Women 25-34,60 days,Email,0.11,Sol,7.47,San Felipe,Kashmiri,564,6132,8,Fashionistas,1/3/2021
159975,Skiba,Influencer,Men 18-24,60 days,Facebook,0.07,Yuan Renminbi,6.28,Shuiyang,Macedonian,463,7090,5,Health & Wellness,1/24/2021
182879,Skippad,Search,Men 18-24,60 days,Facebook,0.13,Euro,3.53,Bordeaux,Chinese,872,2599,3,Health & Wellness,1/17/2021
140596,Topiclounge,Search,All Ages,45 days,Email,0.12,Ringgit,6.8,Butterworth,Spanish,537,7818,5,Fashionistas,1/6/2021
158394,Zoombeat,Email,Men 25-34,60 days,Email,0.09,Peso,2.53,Pang,Gagauz,945,5264,8,Foodies,1/18/2021
71551,Edgetag,Email,All Ages,45 days,Google Ads,0.08,Yuan Renminbi,3.84,Houxixi,Persian,846,4775,10,Outdoor Adventurers,1/18/2021
134093,Mynte,Search,Women 25-34,15 days,Website,0.07,Peso,5.56,Altavista,Telugu,702,1771,3,Fashionistas,1/24/2021
82571,Pixonyx,Influencer,Women 25-34,30 days,Google Ads,0.04,Peso,6.12,Nabunturan,Ndebele,812,8501,5,Health & Wellness,1/24/2021
160651,Flashpoint,Influencer,Women 25-34,15 days,Email,0.08,Tenge,3.07,Ülken,Kurdish,941,7182,10,Foodies,1/15/2021
78709,Meetz,Email,Women 35-44,45 days,Website,0.04,Franc,4.67,Ouango,Albanian,592,3870,3,Fashionistas,1/5/2021
111304,Zoomcast,Email,Women 35-44,30 days,Email,0.04,Yuan Renminbi,7.54,Chengbei,Bengali,906,7519,5,Health & Wellness,1/28/2021
141196,Photojam,Search,All Ages,60 days,Youtube,0.13,Ariary,4.87,Antanifotsy,Hiri Motu,622,3646,9,Tech Enthusiasts,1/27/2021
162834,Youspan,Display,All Ages,45 days,Facebook,0.07,Yuan Renminbi,4.26,Jingzi,West Frisian,836,8927,5,Health & Wellness,1/5/2021
176173,Dablist,Display,Women 25-34,30 days,Google Ads,0.11,Peso,3.51,San Vicente,Bengali,473,4274,6,Fashionistas,1/26/2021
128997,Twinder,Display,Men 25-34,30 days,Website,0.07,Yuan Renminbi,4.74,Xiheshan,Georgian,847,7970,7,Health & Wellness,1/2/2021
185643,Quaxo,Influencer,Women 25-34,45 days,Website,0.03,Hryvnia,5.01,Dzvinogrud,Georgian,849,4752,10,Foodies,1/29/2021
144171,Jabbercube,Influencer,All Ages,45 days,Email,0.06,Dollar,4.89,Montecristi,Amharic,631,3694,5,Health & Wellness,1/23/2021
71403,Camimbo,Display,Men 25-34,45 days,Google Ads,0.09,Dollar,7.38,Odzi,Afrikaans,429,6271,10,Foodies,1/26/2021
154929,Youspan,Search,Women 35-44,45 days,Facebook,0.11,Yuan Renminbi,7.29,Huquan,Luxembourgish,927,3578,4,Health & Wellness,1/11/2021
117983,Trunyx,Display,Men 25-34,15 days,Facebook,0.09,Won,7.16,Kinzan,Swahili,656,8544,5,Tech Enthusiasts,1/9/2021
170919,Skipfire,Search,Women 25-34,15 days,Instagram,0.02,Peso,5.71,Victoria,New Zealand Sign Language,994,8519,4,Outdoor Adventurers,1/21/2021
159932,Kayveo,Influencer,All Ages,15 days,Email,0.1,Kuna,5.12,Runović,Norwegian,469,1764,10,Foodies,1/24/2021
108884,Trudoo,Email,All Ages,45 days,Website,0.13,Kuna,2.69,Zagreb,Tamil,600,3887,7,Fashionistas,1/25/2021
174093,Geba,Email,Women 25-34,30 days,Youtube,0.04,Sol,3.61,Colcabamba,Assamese,731,8050,8,Foodies,1/22/2021
115883,Mudo,Email,Women 35-44,45 days,Instagram,0.13,Dram,4.87,Hovtamej,Gagauz,410,2164,9,Fashionistas,1/6/2021
143890,Yoveo,Search,Men 18-24,45 days,Facebook,0.09,Ruble,3.76,Mezhevoy,Belarusian,991,7042,8,Outdoor Adventurers,1/15/2021
109756,Babbleopia,Influencer,Women 35-44,30 days,Google Ads,0.06,Euro,6.31,Puhja,Latvian,458,8199,4,Foodies,1/2/2021
174913,Zoomcast,Search,All Ages,45 days,Youtube,0.06,Rupiah,7.51,Cimara,Yiddish,652,8826,5,Foodies,1/10/2021
86023,Aivee,Influencer,All Ages,45 days,Instagram,0.1,Pound,4.18,Kousa,Lao,735,3975,6,Fashionistas,1/7/2021
118755,Demivee,Influencer,All Ages,60 days,Website,0.13,Rial,2.57,Şaḩam,Mongolian,990,7549,8,Health & Wellness,1/9/2021
76181,Eire,Display,Women 25-34,30 days,Email,0.1,Real,5.09,Macaé,Pashto,964,5283,4,Outdoor Adventurers,1/4/2021
100374,Twinder,Influencer,Men 25-34,45 days,Youtube,0.07,Won,5.16,Tongjin,Yiddish,701,6979,3,Tech Enthusiasts,1/17/2021
114631,Jayo,Influencer,Men 18-24,30 days,Google Ads,0.11,Peso,4.62,Kalbugan,Lao,479,2454,5,Tech Enthusiasts,1/25/2021
108730,Jabbertype,Email,All Ages,45 days,Youtube,0.07,Yuan Renminbi,7.07,Qingyun,Papiamento,581,7502,3,Tech Enthusiasts,1/2/2021
98645,Babbleset,Display,Men 25-34,45 days,Instagram,0.05,Yen,4.93,Ono,Punjabi,662,2736,5,Outdoor Adventurers,1/17/2021
144482,Wikivu,Email,All Ages,15 days,Google Ads,0.06,Dollar,6.0,Victoriaville,Albanian,912,7532,8,Fashionistas,1/19/2021
104855,Cogilith,Search,All Ages,30 days,Instagram,0.09,Shekel,4.31,Safed,Lao,394,1640,9,Fashionistas,1/28/2021
93458,Buzzster,Search,Women 35-44,60 days,Youtube,0.12,Ruble,2.71,Vypolzovo,Maltese,473,8979,9,Health & Wellness,1/23/2021
145683,Photojam,Email,Women 35-44,45 days,Email,0.02,Yuan Renminbi,4.82,Xinpo,Swahili,402,2745,4,Health & Wellness,1/15/2021
129263,Centidel,Influencer,Men 18-24,60 days,Email,0.05,Balboa,3.91,Los Santos,Swedish,389,7614,5,Fashionistas,1/3/2021
122762,Skaboo,Email,All Ages,15 days,Website,0.09,Yuan Renminbi,2.83,Wuxia,Haitian Creole,585,6899,9,Fashionistas,1/3/2021
88103,Eadel,Email,Women 35-44,60 days,Facebook,0.08,Dinar,5.64,Bečej,Zulu,619,4767,7,Foodies,1/21/2021
112809,Digitube,Search,Men 25-34,30 days,Instagram,0.1,Peso,5.24,Mambusao,Estonian,384,6596,9,Foodies,1/19/2021
124906,Yombu,Influencer,Women 35-44,60 days,Email,0.12,Peso,6.99,Naga,Burmese,628,8335,9,Health & Wellness,1/10/2021
131904,Rhyzio,Influencer,Women 35-44,60 days,Youtube,0.09,Koruna,6.9,Prostřední Bečva,Latvian,589,3178,9,Tech Enthusiasts,1/20/2021
146107,Fivechat,Email,Men 18-24,45 days,Youtube,0.1,Yuan Renminbi,6.45,Xiaozhi,English,766,1896,9,Health & Wellness,1/6/2021
94061,Skinte,Email,Women 35-44,30 days,Email,0.04,Koruna,4.59,Petrovice u Karviné,Belarusian,659,3633,4,Health & Wellness,1/27/2021
103405,Chatterpoint,Search,Women 25-34,15 days,Google Ads,0.08,Zloty,5.89,Pęczniew,Telugu,794,2449,7,Fashionistas,1/26/2021
165479,Youtags,Email,Men 25-34,30 days,Youtube,0.06,Rand,6.97,Ermelo,Kannada,890,6657,6,Outdoor Adventurers,1/24/2021
150995,Tagtune,Email,Women 35-44,30 days,Instagram,0.13,Krona,6.25,Enköping,German,373,3695,5,Foodies,1/20/2021
89822,Thoughtworks,Search,Men 25-34,60 days,Google Ads,0.07,Yuan Renminbi,4.43,Jieting,Catalan,906,4215,10,Foodies,1/15/2021
164359,Jatri,Influencer,Women 25-34,30 days,Website,0.09,Naira,7.52,Wudil,Chinese,396,4252,8,Health & Wellness,1/1/2021
173523,Geba,Influencer,Men 18-24,30 days,Youtube,0.13,Koruna,2.51,Rousínov,Hiri Motu,769,2860,3,Foodies,1/18/2021
77071,Pixoboo,Influencer,Men 18-24,15 days,Email,0.11,Guarani,3.37,Tobatí,Bosnian,787,6162,3,Outdoor Adventurers,1/9/2021
106720,Skibox,Email,Men 18-24,45 days,Youtube,0.07,Tugrik,7.0,Tsenher,New Zealand Sign Language,568,7308,9,Health & Wellness,1/6/2021
98740,Roomm,Search,Women 25-34,15 days,Facebook,0.04,Yuan Renminbi,6.32,Gubo,Marathi,983,6966,8,Foodies,1/3/2021
90227,JumpXS,Email,Women 25-34,15 days,Facebook,0.03,Taka,5.51,Sakhipur,Bosnian,433,2150,9,Foodies,1/10/2021
119505,Edgepulse,Search,Women 25-34,30 days,Facebook,0.11,Dollar,2.61,Shediac,Ndebele,914,6548,3,Tech Enthusiasts,1/25/2021
175684,Mydeo,Influencer,Women 25-34,30 days,Website,0.13,Koruna,6.38,Bludov,Amharic,993,6884,8,Fashionistas,1/12/2021
73964,Cogibox,Influencer,Women 35-44,15 days,Website,0.06,Yen,4.97,Kamirenjaku,Oriya,591,7730,6,Fashionistas,1/29/2021
142552,Nlounge,Email,Women 25-34,15 days,Google Ads,0.13,Cordoba,7.1,Masaya,Malayalam,594,8693,10,Fashionistas,1/29/2021
134569,Vidoo,Influencer,Women 35-44,30 days,Google Ads,0.07,Peso,5.11,La Carlota,Irish Gaelic,540,7815,4,Fashionistas,1/30/2021
105073,Fadeo,Influencer,Women 35-44,45 days,Website,0.11,Colon,6.08,San José,Bislama,732,6598,3,Tech Enthusiasts,1/2/2021
99271,Rhyzio,Search,Women 25-34,15 days,Google Ads,0.05,Rupiah,6.25,Puncaktugu,Hungarian,925,3526,4,Tech Enthusiasts,1/8/2021
155659,Skinix,Display,Women 35-44,30 days,Facebook,0.1,Won,3.2,Kilju,Italian,583,7455,5,Health & Wellness,1/21/2021
114892,Talane,Influencer,Women 25-34,30 days,Instagram,0.09,Zloty,5.45,Złoty Stok,Assamese,880,7865,7,Outdoor Adventurers,1/28/2021
153387,Skimia,Influencer,Men 25-34,30 days,Youtube,0.04,Peso,5.7,Mansilingan,Kashmiri,587,4817,9,Outdoor Adventurers,1/7/2021
114745,Jaxbean,Influencer,Men 18-24,45 days,Website,0.1,Sol,7.35,La Coipa,Persian,857,3663,10,Fashionistas,1/7/2021
146423,Skajo,Search,All Ages,30 days,Facebook,0.05,Rial,4.9,Al ‘Ulá,Telugu,812,2048,8,Fashionistas,1/3/2021
159827,Flashpoint,Influencer,Women 25-34,60 days,Google Ads,0.06,Yuan Renminbi,3.1,Marzhing,Maltese,895,8256,6,Foodies,1/7/2021
179469,Youspan,Display,Women 35-44,30 days,Email,0.03,Rial,6.15,Al ‘Udayn,New Zealand Sign Language,867,3833,10,Health & Wellness,1/14/2021
153658,Zoombeat,Display,All Ages,60 days,Email,0.07,Shekel,4.48,Majdal Banī Fāḑil,Tamil,897,6680,8,Outdoor Adventurers,1/15/2021
71777,Quinu,Display,Women 35-44,30 days,Website,0.05,Yuan Renminbi,3.89,Liuzhi,Hebrew,596,5163,8,Fashionistas,1/7/2021
177680,Oozz,Influencer,Men 25-34,15 days,Google Ads,0.09,Rupiah,4.33,Bangbayang Kaler,Italian,777,8534,9,Fashionistas,1/7/2021
108131,BlogXS,Email,Men 18-24,30 days,Website,0.08,Peso,3.46,Villa Regina,Finnish,618,6832,3,Health & Wellness,1/30/2021
149537,Wikizz,Search,Men 25-34,60 days,Instagram,0.09,Naira,4.16,Tegina,Kashmiri,731,4758,8,Outdoor Adventurers,1/10/2021
